Mes,Data,Marca,Modelo,Versao,Vin
1,2022-01-10,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA7NG012834
1,2022-01-10,CHEVROLET,ONIX,ONIX HB RS 1.OT,9BGED48K0NG134356
1,2022-01-10,CHEVROLET,OPTRA,OPTRA II LS 1.6,KL1JJ5C65CK582417
1,2022-01-10,CHEVROLET,SAIL,SAIL 1.5,LSGHD52H0ND024665
1,2022-01-10,CHEVROLET,SILVERADO,SILVERADO DCAB 4X4 5.3 AT,3GCPY9ED1MG462981
1,2022-01-10,CHEVROLET,SPIN,SPIN 4X2 1.8,9BGJP7560NB144771
1,2022-01-10,CHEVROLET,TRACKER,TRACKER 1.2T,9BGEN76C0NB144875
1,2022-01-10,FORD,BRONCO SPORT,BRONCO SPORT WILDTRAK 4X4 2.0 AUT,3FMCR9E93MRA86811
1,2022-01-10,FORD,ECOSPORT,ECOSPORT 1.5,MAJBMSMCKNMG59370
1,2022-01-10,FORD,TERRITORY,TERRITORY 1.5 AUT,LJXCU2BB0NTF05462
1,2022-01-10,FORD,TERRITORY,TERRITORY 1.5 AUT,LJXCU2BB7NTF05586
1,2022-01-10,FORD,TERRITORY,TERRITORY 1.5 AUT,LJXCU2BB9NTF02012
1,2022-01-10,FORD,TRANSIT VAN,TRANSIT BUS,WF0HXXTTGMTR81032
1,2022-01-10,FORD,TRANSIT VAN,TRANSIT CUSTOM 2.2,WF0YXXTTGNTA25336
1,2022-01-10,HYUNDAI,ACCENT HCI,ACCENT HCI 1.4,MALC741BAMM295684
1,2022-01-10,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297960
1,2022-01-10,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297962
1,2022-01-10,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297966
1,2022-01-10,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297993
1,2022-01-10,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297994
1,2022-01-10,HYUNDAI,ATOS AH2,ATOS AH2 HB 1.1,MALAF51CANM164064
1,2022-01-10,HYUNDAI,GRAND I-10,GRAND I10 HB 1.2,MALB251CANM239734
1,2022-01-10,HYUNDAI,GRAND I-10 AI3 HB 1.2,GRAND I-10 AI3 1.2,MALB241CANM091860
1,2022-01-10,HYUNDAI,GRAND I-10 AI3 HB 1.2,GRAND I-10 AI3 HB 1.2,MALB251CANM236127
1,2022-01-10,HYUNDAI,GRAND I-10 AI3 HB 1.2,GRAND I-10 AI3 HB 1.2,MALB251CANM236513
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU916632
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU918028
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU918263
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU911758
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917520
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917521
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917553
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917568
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917570
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917659
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917667
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917689
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917693
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917790
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917802
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917808
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917826
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917834
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917961
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917987
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917992
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU918092
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU918110
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU918121
1,2022-01-10,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU918178
1,2022-01-10,HYUNDAI,SANTA FE TM,SANTA FE TM 2.5 AUT,KMHS381KBMU407816
1,2022-01-10,HYUNDAI,TUCSON NX4,TUCSON NX4 CRDI 8AT 2.0 AUT,KMHJB81DBNU090274
1,2022-01-10,HYUNDAI,VENUE,VENUE QX 1.6,KMHRC812ANU144291
1,2022-01-10,HYUNDAI,VENUE,VENUE QX 1.6,KMHRC812ANU144395
1,2022-01-10,HYUNDAI,VENUE,VENUE QX 1.6,KMHRC812ANU144708
1,2022-01-10,HYUNDAI,VENUE,VENUE QX 1.6,KMHRC812ANU144902
1,2022-01-10,HYUNDAI,VENUE,VENUE QX 1.6,KMHRC812ANU144904
1,2022-01-10,HYUNDAI,VENUE,VENUE QX 1.6,KMHRC812ANU144910
1,2022-01-10,HYUNDAI,VENUE,VENUE QX 1.6,KMHRC812ANU145196
1,2022-01-10,HYUNDAI,VENUE,VENUE QX 1.6,KMHRC812ANU145320
1,2022-01-10,HYUNDAI,VENUE,VENUE QX 1.6,KMHRC812ANU145321
1,2022-01-10,HYUNDAI,VENUE,VENUE QX 1.6 AUT,KMHRC812BNU144895
1,2022-01-10,HYUNDAI,VENUE,VENUE QX 1.6 AUT,KMHRC812BNU145315
1,2022-01-10,HYUNDAI,VENUE,VENUE QX 1.6 AUT,KMHRC812BNU145317
1,2022-01-10,PEUGEOT,2008,2008 BLUE HDI 130 EAT8 1.5 AUT,VR3UDYHZSNJ525615
1,2022-01-10,PEUGEOT,2008,2008 BLUE HDI 130 EAT8 1.5 AUT,VR3UDYHZSNJ525629
1,2022-01-10,PEUGEOT,2008,2008 BLUE HDI 130 EAT8 1.5 AUT,VR3UDYHZSNJ525940
1,2022-01-10,PEUGEOT,2008,2008 PURETECH 130 1.2,VR3USHNSKNJ526059
1,2022-01-10,PEUGEOT,2008,2008 PURETECH 130 1.2,VR3USHNSKNJ529372
1,2022-01-10,PEUGEOT,2008,2008 PURETECH 130 1.2,VR3USHNSKNJ529373
1,2022-01-10,PEUGEOT,2008,2008 PURETECH 130 EAT8 1.2 AUT,VR3USHNSSNJ524336
1,2022-01-10,PEUGEOT,208,208 BLUE HDI 100 4X2 1.5,VR3UBYHTKNT002273
1,2022-01-10,PEUGEOT,208,208 PURETECH 130 EAT8 1.2 AUT,VR3UPHNSSNT001839
1,2022-01-10,PEUGEOT,208,208 PURETECH 75 1.2,VR3UPHMGBNT002010
1,2022-01-10,PEUGEOT,3008,3008 PURETECH 1.2L,VF3MRHNSMNS007455
1,2022-01-10,PEUGEOT,3008,3008 THP 165HP 1.6 AUT,VF3M45GYWNS009673
1,2022-01-10,PEUGEOT,301,301 ALLURE HDI 1.6,VF3DD9HP0NJ515520
1,2022-01-10,PEUGEOT,301,301 ALLURE HDI 1.6,VF3DD9HP0NJ521760
1,2022-01-10,PEUGEOT,301,301 ALLURE HDI 1.6,VF3DD9HP0NJ521792
1,2022-01-10,PEUGEOT,301,301 ALLURE HDI 1.6,VF3DD9HP0NJ521819
1,2022-01-10,PEUGEOT,301,301 ALLURE HDI 1.6,VF3DD9HP0NJ521831
1,2022-01-10,PEUGEOT,301,301 ALLURE HDI 1.6,VF3DD9HP0NJ521835
1,2022-01-10,PEUGEOT,301,301 HDI 92HP 1.6,VF3DD9HP0NJ525169
1,2022-01-10,PEUGEOT,301,301 HDI 92HP 1.6,VF3DD9HP0NJ525182
1,2022-01-10,PEUGEOT,301,301 HDI 92HP 1.6,VF3DD9HP0NJ530826
1,2022-01-10,PEUGEOT,5008,5008 BLUEHDI 130 1.5 AUT,VF3MCYHZUNS009901
1,2022-01-10,PEUGEOT,EXPERT,EXPERT 2.0,VF3VFAHXGNZ002905
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 1.6,VR3EF9HPANJ522774
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531110
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531111
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531112
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531114
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531116
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531118
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531119
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531120
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531124
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531127
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531129
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531609
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L2 1.6,VR3EF9HPANJ522785
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L2 1.6,VR3EF9HPANJ528708
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L2 1.6,VR3EF9HPANJ528710
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L2 1.6,VR3EF9HPANJ528716
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L2 1.6,VR3EF9HPANJ528747
1,2022-01-10,PEUGEOT,PARTNER,PARTNER HDI 92 L2 1.6,VR3EF9HPANJ531968
1,2022-01-10,RENAULT,KWID,KWID 1.0,93YRBB003NJ108790
1,2022-01-10,TOYOTA,COROLLA CROSS,COROLLA CROSS CVT HEV 1.8 AUT,9BRKZAAG2N0617321
1,2022-01-10,TOYOTA,COROLLA CROSS,COROLLA CROSS CVT HEV 1.8 AUT,9BRKZAAG3N0619000
1,2022-01-10,TOYOTA,FORTUNER,FORTUNER 4X4 2.8 AT,8AJBA3FS3N0306101
1,2022-01-10,TOYOTA,HILUX,HI LUX 4X4 2.8,8AJKA3CD3N3094529
1,2022-01-10,TOYOTA,HILUX,HI LUX D CAB 2.4,8AJCB3DD0N3909463
1,2022-01-10,TOYOTA,HILUX,HILUX DOBLE CABINA 2.4,8AJJB3DD2N4234281
1,2022-01-10,TOYOTA,HILUX,HILUX DOBLE CABINA 2.4,8AJJB3DD7N4234812
1,2022-01-10,TOYOTA,HILUX,HILUX PICKUP 2.7,8AJJX3DD4N0756340
1,2022-01-10,TOYOTA,RUSH,NEW RUSH XLI 1.5 AT,MHKE8FF20NK009889
1,2022-01-10,TOYOTA,YARIS,YARIS SEDAN OTTO 1.5,MR2B29F3XN1233306
1,2022-01-11,CHEVROLET,COLORADO,COLORADO DCAB 4X4 2.8 AT,9BG148MK0NC431777
1,2022-01-11,CHEVROLET,COLORADO,COLORADO DCAB 4X4 2.8 AT,9BG148PK0NC431287
1,2022-01-11,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA4NG012404
1,2022-01-11,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA6NG012386
1,2022-01-11,CHEVROLET,GROOVE,GROOVE PREMIER 1.5,LZWADAGA4NG010197
1,2022-01-11,CHEVROLET,N400 MAX,N400 MAX 1.5,LZWCDAGA1NC807510
1,2022-01-11,CHEVROLET,ONIX,ONIX II LTZ 1.0,9BGEN69K0NG135480
1,2022-01-11,CHEVROLET,ONIX,ONIX NB LT 1.0T,9BGEB69K0NG134302
1,2022-01-11,CHEVROLET,ONIX,ONIX NB LT 1.0T,9BGEN69K0NG135312
1,2022-01-11,FORD,BRONCO SPORT,BRONCO SPORT 1.5,3FMCR9B63MRA89086
1,2022-01-11,FORD,TERRITORY,TERRITORY 1.5 AUT,LJXCU2BB2NTF02255
1,2022-01-11,FORD,TERRITORY,TERRITORY 1.5 AUT,LJXCU2BB6NTF02095
1,2022-01-11,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB1NTF07141
1,2022-01-11,HYUNDAI,ACCENT HCI,ACCENT HCI 1.4,MALC741BAMM295638
1,2022-01-11,HYUNDAI,ACCENT HCI,ACCENT HCI 1.4,MALC741BAMM295826
1,2022-01-11,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297964
1,2022-01-11,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297969
1,2022-01-11,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297973
1,2022-01-11,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297975
1,2022-01-11,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297977
1,2022-01-11,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297979
1,2022-01-11,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297980
1,2022-01-11,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297987
1,2022-01-11,HYUNDAI,ACCENT HCI,ACCENT HCI 1.6 AUT,MALC741CBNM297990
1,2022-01-11,HYUNDAI,ATOS AH2,ATOS 1.1,MALAF51CANM163941
1,2022-01-11,HYUNDAI,ATOS AH2,ATOS AH2 HB 1.1,MALAF51CANM167497
1,2022-01-11,HYUNDAI,ATOS AH2,ATOS AH2 HB 1.1,MALAF51CANM167657
1,2022-01-11,HYUNDAI,GRAND I-10,GRAND I10 1.2,MALB251CANM236529
1,2022-01-11,HYUNDAI,GRAND I-10 SEDAN,GRAND I10 SDN 1.2,MALB241CANM091815
1,2022-01-11,HYUNDAI,I20 BI3,I20 BI3 1.4,MALBG513ANM102963
1,2022-01-11,HYUNDAI,IONIQ,IONIC AE PE AUT,KMHC851JFNU085227
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU917119
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU917139
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU917378
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU917431
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU917436
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU917442
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU917482
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU917483
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU917529
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU917721
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU917742
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KAMU918012
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917452
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917465
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917466
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917498
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917501
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917512
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917516
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917558
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917562
1,2022-01-11,HYUNDAI,PORTER,PORTER II HI SUPER DOHC 2.5,KMFZCX7KANU917564
1,2022-01-11,HYUNDAI,SANTA FE TM,SANTA FE 2.5 AUT,KMHS381KBMU406828
1,2022-01-11,HYUNDAI,SANTA FE TM,SANTA FE TM 2.5 AUT,KMHS281KBMU407363
1,2022-01-11,HYUNDAI,SOLATI,SOLATI CARGO VAN AMBULANCIA 2.5,KMFAB17RPNK023707
1,2022-01-11,HYUNDAI,STARIA MB,STARIA CRDI 2.2,KMJYA371ANU029182
1,2022-01-11,HYUNDAI,STARIA MB,STARIA US4 CRDI 2.2,KMJYA371AMU29206
1,2022-01-11,HYUNDAI,STARIA MB,STARIA US4 CRDI 2.2,KMJYA371ANU032340
1,2022-01-11,HYUNDAI,TUCSON NX4,TUCSON NX4 2.0 AUT,KMHJB81DBNU090295
1,2022-01-11,HYUNDAI,TUCSON NX4,TUCSON NX4 2.0 AUT,KMHJB81DBNU090333
1,2022-01-11,HYUNDAI,VENUE,VENUE QX 1.6 AUT,KMHRC812BNU154832
1,2022-01-11,PEUGEOT,2008,2008 ALLURE 1.2,VR3USHNSKNJ526035
1,2022-01-11,PEUGEOT,2008,2008 ALLURE 1.5 AUT,VR3UDYHZSNJ525952
1,2022-01-11,PEUGEOT,2008,2008 BLUE HDI 130 EAT8 1.5 AUT,VR3UDYHZSNJ526436
1,2022-01-11,PEUGEOT,2008,2008 PURETECH 130 1.2,VR3USHNSKNJ526201
1,2022-01-11,PEUGEOT,2008,208 PURETECH HB 1.2 AT,VR3UPHNKSNT002170
1,2022-01-11,PEUGEOT,208,208 BLUE HDI 100 4X2 1.5,VR3UBYHTKNT002284
1,2022-01-11,PEUGEOT,3008,3008 BLUE HDI 130 EAT8 1.5 AUT,VF3MCYHZUNS006916
1,2022-01-11,PEUGEOT,301,301 HDI 92HP 1.6,VF3DD9HP0NJ534111
1,2022-01-11,PEUGEOT,EXPERT,EXPERT 2.0,VF3VFAHXGNZ002875
1,2022-01-11,PEUGEOT,PARTNER,PARTNER HDI 1.6,VR3EF9HPANJ531965
1,2022-01-11,PEUGEOT,PARTNER,PARTNER HDI 92 L2 1.6,VR3EF9HPANJ528717
1,2022-01-11,PEUGEOT,RIFTER,RIFTER BLUE HDI 130 1.5 AUT,VR3ECYHZRNJ524727
1,2022-01-11,TOYOTA,COROLLA,COROLLA XLI 1.6,9BRBE3BE4N4001293
1,2022-01-11,TOYOTA,COROLLA CROSS,COROLLA CROSS 2.0 AUT,9BRK4AAG1N0031112
1,2022-01-11,TOYOTA,COROLLA CROSS,COROLLA CROSS CVT HEV 1.8 AUT,9BRKZAAG8N0619574
1,2022-01-11,TOYOTA,HILUX,HI LUX 4X4 2.4,8AJDB3CD1N1317930
1,2022-01-11,TOYOTA,HILUX,HILUX PICKUP 2.7,8AJJX3DD1N0756313
1,2022-01-11,TOYOTA,HILUX,NEW HI LUX D CAB DX 4X4 2.4,8AJDB3CD4N1316447
1,2022-01-11,TOYOTA,HILUX,NEW HILUX 4X4 2.4,8AJDB8CB2N5511774
1,2022-01-11,TOYOTA,RAV4,NEW RAV4 2.0 AUT,JTMZ43FV3ND103400
1,2022-01-11,TOYOTA,RAV4,RAV 4 LE 2.0 AUT,JTMZ43FV4ND103129
1,2022-01-11,TOYOTA,YARIS,YARIS SEDAN GLI 1.5,MR2B29F30N1234609
1,2022-01-11,TOYOTA,YARIS,YARIS SEDAN OTTO 1.5,MR2B29F36N1233223
1,2022-01-11,TOYOTA,YARIS,YARIS SEDAN XLI 1.5,MR2B29F38N1234096
1,2022-01-11,VOLKSWAGEN,AMAROK,AMAROK DCAB TDI 4X4 TRENDLINE 2.0,WV1ZZZ2HZNA007711
1,2022-01-11,VOLKSWAGEN,AMAROK,AMAROK DCAB TDI 4X4 TRENDLINE 2.0,WV1ZZZ2HZNA007832
1,2022-01-11,VOLKSWAGEN,AMAROK,AMAROK DCAB TDI 4X4 TRENDLINE 2.0,WV1ZZZ2HZNA007897
1,2022-01-11,VOLKSWAGEN,GOL,GOL HB 1.6,9BWAB45U3NT092508
1,2022-01-11,VOLKSWAGEN,GOL,GOL HB 1.6,9BWAB45U9NT093372
1,2022-01-12,CHEVROLET,COLORADO,COLORADO D CAB 4X4 2.8 AUT,9BG148PK0NC425469
1,2022-01-12,CHEVROLET,COLORADO,COLORADO LTZ 4WD 2.8 AUT,9BG148MK0NC425536
1,2022-01-12,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA0NG012349
1,2022-01-12,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA0NG012366
1,2022-01-12,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA0NG012383
1,2022-01-12,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA1NG010139
1,2022-01-12,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA1NG010237
1,2022-01-12,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA1NG014594
1,2022-01-12,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA2NG010117
1,2022-01-12,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA5NG012461
1,2022-01-12,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA5NG012833
1,2022-01-12,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGAXNG012438
1,2022-01-12,CHEVROLET,ONIX,ONIX HB RS 1.OT,9BGED48K0NG138277
1,2022-01-12,CHEVROLET,ONIX,ONIX NB PREMIER 1.0T AUT,9BGEP69K0NG140668
1,2022-01-12,CHEVROLET,SILVERADO,SILVERADO CC LTZ 4X4 3.0 AUT,3GCUY9ET9MG462074
1,2022-01-12,CHEVROLET,SILVERADO,SILVERADO DCAB 4X4 5.3 AT,3GCPY9ED5MG459100
1,2022-01-12,CHEVROLET,TRACKER,TRACKER 1.2T,9BGEN76C0NB145344
1,2022-01-12,CHEVROLET,TRACKER,TRACKER 1.2T AUT,9BGEN76C0NB129628
1,2022-01-12,CHEVROLET,TRACKER,TRACKER 1.2T AUT,9BGEN76C0NB141648
1,2022-01-12,CHEVROLET,TRACKER,TRACKER 1.2T AUT,9BGEN76C0NB145258
1,2022-01-12,CHEVROLET,TRACKER,TRACKER 1.2T AUT,9BGEN76C0NB145352
1,2022-01-12,CHEVROLET,TRACKER,TRACKER 1.2T AUT,9BGEN76C0NB149944
1,2022-01-12,FORD,BRONCO SPORT,BRONCO SPORT 4X4 1.5 AUT,3FMCR9B65MRB16482
1,2022-01-12,FORD,ECOSPORT,ECOSPORT 1.5,MAJBMSMCKNMC64119
1,2022-01-12,FORD,EDGE,EDGE 2.0 AUT,2FMPK3J91MBA51255
1,2022-01-12,FORD,EDGE,EDGE 2.0 AUT,2FMPK3J92MBA50714
1,2022-01-12,FORD,EDGE,EDGE 4X4 2.0 AUT,2FMPK4J92MBA51609
1,2022-01-12,FORD,EDGE,EDGE 4X4 2.0 AUT,2FMPK4J96MBA50835
1,2022-01-12,FORD,EDGE,EDGE 4X4 2.7 AUT,2FMPK4AP4MBA53473
1,2022-01-12,FORD,EXPLORER,EXPLORER LTD 2.3 AUT,1FMSK7FH8MGC00447
1,2022-01-12,FORD,EXPLORER,EXPLORER XLT 2.3,1FMSK7DH5MGC02918
1,2022-01-12,FORD,EXPLORER,EXPLORER XLT 2.3 AUT,1FMSK7DH8MGC02881
1,2022-01-12,FORD,EXPLORER,EXPLORER XLT 2.3 AUT,1FMSK7DH9MGC00430
1,2022-01-12,FORD,F-150,F150 RAPTOR 4X4 4P 3.5 AUT,1FTFW1RG7MFC97222
1,2022-01-12,FORD,F-150,F150 XLT DCAB 4X4 5.0 AUT,1FTFW1E52MFB50388
1,2022-01-12,FORD,MUSTANG,MUSTANG COUPE 5.0 AUT,1FA6P8CF2M5141932
1,2022-01-12,FORD,MUSTANG,MUSTANG COUPE 5.0 AUT,1FA6P8R00M5554578
1,2022-01-12,FORD,MUSTANG,MUSTANG COUPE 5.0 AUT,1FA6P8R06M5554584
1,2022-01-12,FORD,MUSTANG,MUSTANG COUPE 5.0 AUT,1FA6P8R08M5554750
1,2022-01-12,FORD,NEW ESCAPE,ESCAPE 4X4 2.5 AUT,1FMCU9DZXMUA83882
1,2022-01-12,FORD,NEW RANGER,RANGER DCAB XLT 4X4 3.2,8AFAR23W9NJ261045
