Mes,Data,Marca,Modelo,Versao,Vin
1,2022-01-12,FORD,TERRITORY,NEW TERRITORY TREND 1.5 AUT,LJXCU2BB9NTF05489
1,2022-01-12,FORD,TERRITORY,TERRITORY 1.5 AUT,LJXCU2BB1NTF05339
1,2022-01-12,FORD,TERRITORY,TERRITORY 1.5 AUT,LJXCU2BB1NTF06880
1,2022-01-12,FORD,TERRITORY,TERRITORY 1.5 AUT,LJXCU2BB3NTF07075
1,2022-01-12,FORD,TERRITORY,TERRITORY 1.5 AUT,LJXCU2BB7NTF01070
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB0NTF00990
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB0NTF02187
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB1NTF00979
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB1NTF02229
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB1NTF05325
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB1NTF05521
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB2NTF02188
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB2NTF02191
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB2NTF02224
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB2NTF05530
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB3NTF01986
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB3NTF05505
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB4NTF01981
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB4NTF02032
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB4NTF05609
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB5NTF05506
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB5NTF05604
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB6NTF00976
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB6NTF02632
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB7NTF01019
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB7NTF01991
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB8NTF01983
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB8NTF02194
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB8NTF05502
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB8NTF05614
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB9NTF02219
1,2022-01-12,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BBXNTF05596
1,2022-01-12,FORD,TERRITORY,TERRITORY TREND 1.5 AT,LJXCU2BB1NTF05373
1,2022-01-12,FORD,TERRITORY,TERRITORY TREND 1.5 AT,LJXCU2BB1NTF05471
1,2022-01-12,HYUNDAI,GRAND I-10,GRAND I10 HB 1.2,MALB251CANM239743
1,2022-01-12,HYUNDAI,HD 35,HD35,KMFVA17RPNC356636
1,2022-01-12,HYUNDAI,HD 35,HD35 SWB 2P 2.5,KMFVA17RPNC354826
1,2022-01-12,HYUNDAI,I20 BI3,I20 BI3 1.4,MALBG513ANM098363
1,2022-01-12,HYUNDAI,SOLATI,H350 2.5,KMFAB27RPNK024381
1,2022-01-12,HYUNDAI,SOLATI,H350 5P 2.5,KMFAB27RPNK024446
1,2022-01-12,HYUNDAI,STARIA MB,STARIA CRDI 2.2,KMJYA371ANU029492
1,2022-01-12,HYUNDAI,TUCSON NX4,TUCSON NX4 2.0 AUT,KMHJB81DBNU090327
1,2022-01-12,HYUNDAI,VERNA,VERNA CB 1.4 AUT,LBECBADC0NW166215
1,2022-01-12,PEUGEOT,208,208 BLUE HDI 100 4X2 1.5,VR3UBYHTKNT001975
1,2022-01-12,PEUGEOT,208,208 PURETECH 130 EAT8 1.2 AUT,VR3UPHNSSNT002143
1,2022-01-12,PEUGEOT,208,208 PURETECH 75 1.2,VR3UPHMGBNT001922
1,2022-01-12,PEUGEOT,208,208 PURETECH 75 1.2,VR3UPHMGBNT002014
1,2022-01-12,PEUGEOT,3008,3008 BLUE HDI 130 EAT8 1.5 AUT,VF3MCYHZUNS006749
1,2022-01-12,PEUGEOT,3008,3008 BLUE HDI 130 EAT8 1.5 AUT,VF3MCYHZUNS006928
1,2022-01-12,PEUGEOT,308,308 THP 165 HATCH BACK 1.6 AUT,VF3L35GYXNS005441
1,2022-01-12,PEUGEOT,5008,5008 BLUEHDI 130 1.5 AUT,VF3MCYHZUNL000917
1,2022-01-12,PEUGEOT,LANDTREK,LANDTREK 4X4 1.9,VR3FDAHDLN3003003
1,2022-01-12,PEUGEOT,LANDTREK,LANDTREK 4X4 1.9,VR3FDAHDLN3003234
1,2022-01-12,PEUGEOT,LANDTREK,LANDTREK 4X4 1.9,VR3FDAHDLN3005898
1,2022-01-12,PEUGEOT,LANDTREK,LANDTREK 4X4 1.9,VR3FDAHDLN3006563
1,2022-01-12,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531922
1,2022-01-12,RENAULT,KWID,KWID 1.0,93YRBB003NJ025876
1,2022-01-12,RENAULT,KWID,KWID 1.0,93YRBB004NJ025871
1,2022-01-12,RENAULT,KWID,KWID 1.0,93YRBB00XNJ026054
1,2022-01-12,RENAULT,SYMBOL,SYMBOL ZEN 1.6,9FB4SR9V5NM937295
1,2022-01-12,TOYOTA,4RUNNER,4RUNNER SR5 4.0 AUT,JTEZU4JR0N5258122
1,2022-01-12,TOYOTA,COROLLA,COROLLA SD HEV CVT 1.8 AUT,9BRBZ3BE7N4031103
1,2022-01-12,TOYOTA,COROLLA CROSS,COROLLA CROSS 1.8 AUT,9BRKZAAG9N0620197
1,2022-01-12,TOYOTA,COROLLA CROSS,COROLLA CROSS CVT HEV 1.8 AUT,9BRKZAAG3N0618364
1,2022-01-12,TOYOTA,COROLLA CROSS,COROLLA CROSS CVT HEV 1.8 AUT,9BRKZAAG9N0620040
1,2022-01-12,TOYOTA,HILUX,HI LUX 4X4 2.4,8AJDB8CB8N5511634
1,2022-01-12,TOYOTA,HILUX,HILUX 2.7,8AJJX3DD5L0756022
1,2022-01-12,TOYOTA,HILUX,HILUX PICK UP 4X4 2P 2.4,8AJDB8CBXN5511747
1,2022-01-12,TOYOTA,HILUX,HILUX PICKUP 2.7,8AJJX3DD8N0756342
1,2022-01-12,TOYOTA,HILUX,HILUX PICKUP 4P 4X4 2.4,8AJDB3CD2N1318228
1,2022-01-12,TOYOTA,HILUX,HILUX PICKUP 4P 4X4 2.4,8AJDB3CD4N1318229
1,2022-01-12,TOYOTA,HILUX,HILUX PICKUP 4P 4X4 2.4,8AJKB3CD2N1635515
1,2022-01-12,TOYOTA,RAV4,RAV4 OTTO 2.0,JTMZ43FV3ND102439
1,2022-01-12,TOYOTA,RAV4,RAV4 OTTO 2.0 AUT,JTMZ43FV2ND103324
1,2022-01-12,TOYOTA,RUSH,RUSH 1.5 MT,MHKE8FE20NK013462
1,2022-01-12,TOYOTA,RUSH,RUSH XLI 1.5,MHKE8FE20NK013299
1,2022-01-12,TOYOTA,YARIS,NEW YARIS SEDAN GLI 1.5,MR2B29F34N1233723
1,2022-01-12,TOYOTA,YARIS,NEW YARIS SEDAN GLI 1.5,MR2B29F35N1232838
1,2022-01-12,TOYOTA,YARIS,NEW YARIS SEDAN GLI 1.5,MR2B29F37N1234154
1,2022-01-12,TOYOTA,YARIS,NEW YARIS SEDAN GLI 1.5,MR2B29F39N1234088
1,2022-01-12,TOYOTA,YARIS,YARIS GLI 1.5,MR2B29F35N1235190
1,2022-01-12,TOYOTA,YARIS,YARIS SEDAN OTTO 1.5,MR2B29F30N1234853
1,2022-01-12,TOYOTA,YARIS,YARIS SEDAN OTTO 1.5,MR2B29F31N1234053
1,2022-01-12,TOYOTA,YARIS,YARIS SEDAN OTTO 1.5,MR2B29F32N1234837
1,2022-01-12,TOYOTA,YARIS,YARIS SEDAN OTTO 1.5,MR2B29F33N1235916
1,2022-01-12,TOYOTA,YARIS,YARIS SEDAN OTTO 1.5,MR2B29F35N1235254
1,2022-01-12,TOYOTA,YARIS,YARIS SEDAN OTTO 1.5,MR2B29F36N1235120
1,2022-01-12,TOYOTA,YARIS,YARIS SEDAN OTTO 1.5,MR2B29F37N1233215
1,2022-01-12,TOYOTA,YARIS,YARIS SEDAN OTTO 1.5,MR2B29F37N1235711
1,2022-01-12,TOYOTA,YARIS,YARIS SEDAN OTTO 1.5,MR2B29F39N1234785
1,2022-01-12,TOYOTA,YARIS,YARIS SEDAN OTTO 1.5,MR2B29F3XN1234455
1,2022-01-12,VOLKSWAGEN,AMAROK,AMAROK DCAB TDI 2.0 AUT,WV1ZZZ2HZNA008736
1,2022-01-12,VOLKSWAGEN,NUEVO VIRTUS,VIRTUS 1.6 AT,9BWDL5BZ6NP027743
1,2022-01-13,BMW,X3,X3 XDRIVE20D 2.0 AT,WBA11BZ00N9J44793
1,2022-01-13,CHEVROLET,CAPTIVA,CAPTIVA MT6 1.5,LZWADAGAXNB021332
1,2022-01-13,CHEVROLET,COLORADO,COLORADO DCAB 4X4 2.8,9BG148FK0NC432072
1,2022-01-13,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA1NG008746
1,2022-01-13,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA1NG010075
1,2022-01-13,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA2NG008500
1,2022-01-13,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA4NG012838
1,2022-01-13,CHEVROLET,ONIX,ONIX HB RS 1.OT,9BGED48K0NG133613
1,2022-01-13,CHEVROLET,ONIX,ONIX HB RS 1.OT,9BGEN48K0NG138648
1,2022-01-13,CHEVROLET,ONIX,ONIX II LTZ 1.0,9BGEN48K0NG134476
1,2022-01-13,CHEVROLET,ONIX,ONIX NB LT 1.0T,9BGEB69K0NG140568
1,2022-01-13,CHEVROLET,ONIX,ONIX NB LT 1.0T,9BGEN48K0NG135498
1,2022-01-13,CHEVROLET,ONIX,ONIX NB LT 1.0T,9BGEN69K0NG140415
1,2022-01-13,CHEVROLET,SILVERADO,SILVERADO CC LTZ 4X4 3.0 AUT,3GCUY9ET3MG453578
1,2022-01-13,CHEVROLET,SPIN,SPIN 1.8,9BGJP7560NB146442
1,2022-01-13,CHEVROLET,TRACKER,TRACKER 1.2T,9BGEN76C0NB141645
1,2022-01-13,CHEVROLET,TRACKER,TRACKER 1.2T,9BGEN76C0NB141769
1,2022-01-13,FORD,BRONCO SPORT,BRONCO SPORT WILDTRAK 4X4 2.0 AUT,3FMCR9E96MRA86723
1,2022-01-13,FORD,TERRITORY,TERRITORY 1.5 AUT,LJXCU2BB5NTF05411
1,2022-01-13,FORD,TERRITORY,TERRITORY TITANIUM 1.5 AUT,LJXCU2BB4NTF04962
1,2022-01-13,HYUNDAI,GRAND I-10,GRAND I10 1.2,MALB251CANM239757
1,2022-01-13,HYUNDAI,GRAND I-10 AI3 HB 1.2,GRAND I-10 AI3 HB 1.2,MALB251CANM236459
1,2022-01-13,HYUNDAI,STARIA MB,STARIA US4 CRDI 2.2,KMJYA371ANU029199
1,2022-01-13,HYUNDAI,STARIA MB,STARIA US4 CRDI 2.2,KMJYA371ANU029497
1,2022-01-13,HYUNDAI,TUCSON NX4,TUCSON NX4 2.0 AUT,KMHJB81DBNU089417
1,2022-01-13,HYUNDAI,TUCSON NX4,TUCSON NX4 GDI 7DCT 1.6 AUT,KMHJB81BGNU101161
1,2022-01-13,HYUNDAI,TUCSON NX4,TUCSON NX4 MPI 2.0,KMHJB81DANU099698
1,2022-01-13,PEUGEOT,2008,2008 ACTIVE 1.2,VR3USHNSKNJ524322
1,2022-01-13,PEUGEOT,2008,2008 ACTIVE 1.5,VR3UDYHSKNJ524279
1,2022-01-13,PEUGEOT,2008,2008 PURETECH 130 1.2,VR3USHNSKNJ526107
1,2022-01-13,PEUGEOT,2008,2008 PURETECH 130 EAT8 1.2 AUT,VR3USHNSSNJ526313
1,2022-01-13,PEUGEOT,208,208 BLUE HDI 100 4X2 1.5,VR3UBYHTKNT002278
1,2022-01-13,PEUGEOT,301,301 HDI 92HP 1.6,VF3DD9HP0NJ524486
1,2022-01-13,PEUGEOT,5008,5008 BLUEHDI 130 1.5 AUT,VF3MCYHZUNS007493
1,2022-01-13,PEUGEOT,BOXER,BOXER HDI L3 2.0,VF3YD3MAUN2T78719
1,2022-01-13,TOYOTA,4RUNNER,4RUNNER 4X4 4.0 AUT,JTEBU4JRXN5990226
1,2022-01-13,TOYOTA,COROLLA,COROLLA XLI 1.6,9BRBE3BE2N4001289
1,2022-01-13,TOYOTA,FORTUNER,FORTUNER 4X4 2.8 AUT,8AJDA3FS1N0504149
1,2022-01-13,TOYOTA,HILUX,HI LUX 4X4 2.4,8AJDB3CD3N1317508
1,2022-01-13,TOYOTA,HILUX,NEW HILUX 4X4 2.4,8AJDB3CD9N1317979
1,2022-01-13,TOYOTA,RAV4,RAV 4 LE 2.0,JTMZ43FV9ND103966
1,2022-01-13,TOYOTA,RAV4,RAV4 OTTO 2.0,JTMZ43FV3ND103302
1,2022-01-13,TOYOTA,RUSH,RUSH 1.5 AT,MHKE8FF30NK012101
1,2022-01-13,TOYOTA,RUSH,RUSH XLI 1.5,MHKE8FE20NK013749
1,2022-01-13,TOYOTA,YARIS,YARIS HB 1.5,MR2K29F36N1232685
1,2022-01-14,CHEVROLET,COLORADO,COLORADO DCAB 4X4 2.8 AT,9BG148PK0NC425048
1,2022-01-14,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA4NG012385
1,2022-01-14,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA7NG015281
1,2022-01-14,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA8NG012843
1,2022-01-14,CHEVROLET,SPIN,SPIN 1.8,9BGJP7560NB149800
1,2022-01-14,CHEVROLET,TRACKER,TRACKER 1.2T AUT,9BGEN76C0NB141730
1,2022-01-14,CHEVROLET,TRACKER,TRACKER 1.2T AUT,9BGEN76C0NB143586
1,2022-01-14,CHEVROLET,TRACKER,TRACKER 1.2T AUT,9BGEN76C0NB149761
1,2022-01-14,FORD,NEW RANGER,NEW RANGER XLT 4X4 3.2 AUT,8AFAR23W9NJ261255
1,2022-01-14,FORD,NEW RANGER,RANGER RAPTOR 2.0,MPBUR2361NX359314
1,2022-01-14,FORD,TERRITORY,NEW TERRITORY TREND 1.5 AUT,LJXCU2BB3NTF02099
1,2022-01-14,FORD,TERRITORY,NEW TERRITORY TREND 1.5 AUT,LJXCU2BB5NTF05537
1,2022-01-14,FORD,TERRITORY,NEW TERRITORY TREND 1.5 AUT,LJXCU2BB6NTF05465
1,2022-01-14,FORD,TERRITORY,TERRITORY TITANIUM GTDI 1.5 AUT,LJXCU2BB6NTF02064
1,2022-01-14,FORD,TERRITORY,TERRITORY TREND 1.5 AT,LJXCU2BB5NTF06994
1,2022-01-14,HYUNDAI,ACCENT HCI,ACCENT HCI 1.4,MALC741BAMM296981
1,2022-01-14,HYUNDAI,ACCENT HCI,ACCENT HCI 1.4,MALC741BANM303819
1,2022-01-14,HYUNDAI,I20 BI3,I20 BI3 1.4,MALBG513ANM102942
1,2022-01-14,HYUNDAI,NEW CRETA,CRETA SU2I 1.5,MALPB812AMM226864
1,2022-01-14,HYUNDAI,STARIA MB,STARIA US4 CRDI 6MT 4X2 2.2,KMHYB811BNU029756
1,2022-01-14,HYUNDAI,TUCSON NX4,TUCSON NX4 GDI 7DCT 1.6 AUT,KMHJB81BGNU099968
1,2022-01-14,PEUGEOT,2008,2008 ALLURE 1.2 AUT,VR3USHNSSNJ533987
1,2022-01-14,PEUGEOT,2008,2008 ALLURE BLUEHDI 1.5 AUT,VR3UDYHZSNJ533951
1,2022-01-14,PEUGEOT,2008,2008 PURETECH 130 1.2,VR3USHNSKNJ524326
1,2022-01-14,PEUGEOT,3008,3008 GT 1.6 AUT,VF3M45GFUNS010318
1,2022-01-14,PEUGEOT,3008,3008 PURETECH 1.2L,VF3MRHNSMNS007453
1,2022-01-14,PEUGEOT,5008,5008 BLUEHDI 130 1.5 AUT,VF3MCYHZUNS009745
1,2022-01-14,PEUGEOT,EXPERT,EXPERT 2.0,VF3VFAHXGNZ002585
1,2022-01-14,PEUGEOT,PARTNER,PARTNER HDI 92 L2 1.6,VR3EF9HPANJ522761
1,2022-01-14,PEUGEOT,RIFTER,RIFTER ALLURE BLUEHDI 1.5,VR3ECYHZ2NJ526782
1,2022-01-14,PEUGEOT,RIFTER,RIFTER ALLURE BLUEHDI 1.5,VR3ECYHZ2NJ526785
1,2022-01-14,TOYOTA,HILUX,HI LUX 2.4,8AJJB3DDXN4234822
1,2022-01-14,TOYOTA,RUSH,NEW RUSH XLI 1.5,MHKE8FE20NK013597
1,2022-01-14,TOYOTA,RUSH,NEW RUSH XLI 1.5,MHKE8FE20NK013621
1,2022-01-14,TOYOTA,YARIS,NEW YARIS SEDAN GLI 1.5,MR2B29F35N123408
1,2022-01-14,TOYOTA,YARIS,YARIS 1.5,MR2B29F34N1233558
1,2022-01-14,VOLKSWAGEN,VOYAGE,VOYAGE 1.6,9BWDB45U1NT092231
1,2022-01-17,BMW,X2 ,X2 SDRIVE18I DYNAMIC 1.5 AUT,WBAYH1100N5U34152
1,2022-01-17,CHEVROLET,CAPTIVA,CAPTIVA MT6 1.5,LZWADAGA4NB027787
1,2022-01-17,CHEVROLET,COLORADO,COLORADO DCAB 4X4 2.8 AT,9BG148PK0NC431259
1,2022-01-17,CHEVROLET,D-MAX,D MAX E5 DCAB 4X4 2.5,MPATFS86JNT000552
1,2022-01-17,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA1NG008505
1,2022-01-17,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA1NG010058
1,2022-01-17,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA1NG012358
1,2022-01-17,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA1NG012361
1,2022-01-17,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA1NG012442
1,2022-01-17,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA2NG015365
1,2022-01-17,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA3NG006707
1,2022-01-17,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGA3NG010059
1,2022-01-17,CHEVROLET,GROOVE,GROOVE 1.5,LZWADAGAXNG012410
1,2022-01-17,CHEVROLET,ONIX,ONIX HB PREMIER 1.0 AUT,9BGEY48K0NG137955
1,2022-01-17,CHEVROLET,ONIX,ONIX HB RS 1.OT,9BGED48K0NG135854
1,2022-01-17,CHEVROLET,ONIX,ONIX HB RS 1.OT,9BGEN48K0NG119943
1,2022-01-17,CHEVROLET,ONIX,ONIX HB RS 1.OT,9BGEN48K0NG133986
1,2022-01-17,CHEVROLET,ONIX,ONIX HB RS 1.OT,9BGEN69K0NG135207
1,2022-01-17,CHEVROLET,ONIX,ONIX NB PREMIER 1.0T AUT,9BGEP69K0NG134876
1,2022-01-17,CHEVROLET,SAIL,SAIL 1.5,LSGHD52H6ND025352
1,2022-01-17,CHEVROLET,SPIN,SPIN 1.8,9BGJP7560NB146200
1,2022-01-17,CHEVROLET,SPIN,SPIN 1.8,9BGJP7560NB149354
1,2022-01-17,CHEVROLET,SPIN,SPIN 1.8,9BGJP7560NB149390
1,2022-01-17,CHEVROLET,TRACKER,TRACKER 1.2T,9BGEA76C0NB142134
1,2022-01-17,CHEVROLET,TRACKER,TRACKER 1.2T,9BGEA76C0NB143043
1,2022-01-17,CHEVROLET,TRACKER,TRACKER 1.2T,9BGEA76C0NB145140
1,2022-01-17,CHEVROLET,TRACKER,TRACKER 1.2T,9BGEA76C0NB145832
1,2022-01-17,CHEVROLET,TRACKER,TRACKER 1.2T,9BGEA76C0NB149353
1,2022-01-17,CHEVROLET,TRACKER,TRACKER 1.2T,9BGEA76C0NB161775
1,2022-01-17,CHEVROLET,TRACKER,TRACKER 1.2T,9BGEN76C0NB141721
1,2022-01-17,CHEVROLET,TRACKER,TRACKER 1.2T,9BGEN76C0NB141819
1,2022-01-17,CHEVROLET,TRACKER,TRACKER 1.2T AUT,9BGEN76C0NB142149
1,2022-01-17,CHEVROLET,TRACKER,TRACKER 1.2T AUT,9BGEN76C0NB144793
1,2022-01-17,CHEVROLET,TRACKER,TRACKER 1.2T AUT,9BGEN76C0NB149225
1,2022-01-17,CHEVROLET,TRACKER,TRACKER 1.2T AUT,9BGEN76C0NB149973
1,2022-01-17,FORD,BRONCO SPORT,BRONCO SPORT 4X4 1.5 AUT,3FMCR9B67MRB16404
1,2022-01-17,FORD,NEW RANGER,RANGER RAPTOR 4X4 2.0 AUT,MPBUR2365NX359316
1,2022-01-17,FORD,NEW RANGER,RANGER XLT 4X4 3.2,8AFAR23W8NJ261148
1,2022-01-17,FORD,TERRITORY,TERRITORY 1.5 AUT,LJXCU2BB6NTF05417
1,2022-01-17,FORD,TERRITORY,TERRITORY 1.5 AUT,LJXCU2BB9NTF05332
1,2022-01-17,FORD,TERRITORY,TERRITORY TREND 1.5 AUT,LJXCU2BB4NTF05383
1,2022-01-17,FORD,TERRITORY,TERRITORY TREND 1.5 AUT,LJXCU2BB5NTF05005
1,2022-01-17,FORD,TERRITORY,TERRITORY TREND 1.5 AUT,LJXCU2BB5NTF05408
1,2022-01-17,FORD,TRANSIT VAN,TRANSIT CUSTOM FURGON 2.2,WF0YXXTTGNTC70527
1,2022-01-17,HYUNDAI,ACCENT HCI,ACCENT HCI 1.4,MALC741BAMM265204
1,2022-01-17,HYUNDAI,ACCENT HCI,ACCENT HCI 1.4,MALC741BANM303777
1,2022-01-17,HYUNDAI,ACCENT HCI,ACCENT HCI 1.4,MALC741BANM303784
1,2022-01-17,HYUNDAI,ACCENT HCI,ACCENT HCI 1.4,MALC741BANM303832
1,2022-01-17,HYUNDAI,GRAND I-10,GRAND I10 HB 1.2,MALB251CANM236142
1,2022-01-17,HYUNDAI,GRAND I-10,GRAND I10 HB 1.2,MALB251CANM239111
1,2022-01-17,HYUNDAI,STARIA MB,STARIA US4 CRDI 2.2,KMJYA371ANU029460
1,2022-01-17,HYUNDAI,STARIA MB,STARIA US4 CRDI 2.2,KMJYA371ANU029560
1,2022-01-17,PEUGEOT,2008,2008 BLUE HDI 100 4X2 1.5,VR3UDYHSKNJ524304
1,2022-01-17,PEUGEOT,2008,2008 BLUE HDI 100 4X2 1.5,VR3UDYHSKNJ529050
1,2022-01-17,PEUGEOT,2008,2008 BLUE HDI 100 4X2 1.5,VR3UDYHSKNJ529060
1,2022-01-17,PEUGEOT,2008,2008 BLUE HDI 100 4X2 1.5,VR3UDYHSKNJ529073
1,2022-01-17,PEUGEOT,2008,2008 PURETECH 130 1.2,VR3USHNSKNJ529085
1,2022-01-17,PEUGEOT,2008,2008 PURETECH 130 1.2,VR3USHNSKNJ529392
1,2022-01-17,PEUGEOT,2008,2008 PURETECH 130 EAT8 1.2 AUT,VR3USHNSSNJ529156
1,2022-01-17,PEUGEOT,2008,2008 PURETECH 130 EAT8 1.2 AUT,VR3USHNSSNJ529158
1,2022-01-17,PEUGEOT,2008,208 PURETECH HB 1.2 AT,VR3UPHNKSNT002459
1,2022-01-17,PEUGEOT,3008,3008 BLUE HDI 130 1.5,VF3MCYHZMNS007515
1,2022-01-17,PEUGEOT,301,301 HDI 92HP 1.6,VF3DD9HP0NJ530482
1,2022-01-17,PEUGEOT,5008,5008 BLUEHDI 130 1.5 AUT,VF3MCYHZUNS009900
1,2022-01-17,PEUGEOT,5008,5008 THP 165 1.6 AUT,VF3M45GYWNS009837
1,2022-01-17,PEUGEOT,5008,5008 THP 165 1.6 AUT,VF3M45GYWNS009840
1,2022-01-17,PEUGEOT,EXPERT,EXPERT 2.0,VF3VFAHXGNZ002818
1,2022-01-17,PEUGEOT,EXPERT,EXPERT 2.0,VF3VFAHXGNZ002864
1,2022-01-17,PEUGEOT,PARTNER,PARTNER 1.6,VR3EF9HPANJ528896
1,2022-01-17,PEUGEOT,PARTNER,PARTNER HDI 1.6,VR3EF9HPANJ530929
1,2022-01-17,PEUGEOT,PARTNER,PARTNER HDI 1.6,VR3EF9HPANJ531573
1,2022-01-17,PEUGEOT,PARTNER,PARTNER HDI 1.6,VR3EF9HPANJ531608
1,2022-01-17,PEUGEOT,PARTNER,PARTNER HDI 1.6,VR3EF9HPANJ531618
1,2022-01-17,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531896
1,2022-01-17,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531900
1,2022-01-17,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531901
1,2022-01-17,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531902
1,2022-01-17,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531904
1,2022-01-17,PEUGEOT,PARTNER,PARTNER HDI 92 L1 1.6,VR3EF9HPANJ531906
1,2022-01-17,PEUGEOT,PARTNER,PARTNER HDI 92 L2 1.6,VR3EF9HPANJ527397
1,2022-01-17,PEUGEOT,PARTNER,PARTNER HDI 92 L2 1.6,VR3EF9HPANJ527679
